path,shape_d,shape_h,shape_w,spacing_x,spacing_y,spacing_z,anisotropy_xy,anisotropy_z_to_xy,hu_min,hu_max,hu_mean,hu_std,hu_p01,hu_p05,hu_p25,hu_median,hu_p75,hu_p95,hu_p99,quality_issues
/mnt2/ct/RadGenome-ChestCT/dataset/train_preprocessed/train_18803/train_18803a/train_18803_a_1.nii.gz,467,467,51,1.0,1.0,1.0,1.0,1.0,-1024.0,3071.0,-571.652558479667,470.1518553927364,-1024.0,-1024.0,-989.7651977539062,-883.4504089355469,-80.34559440612793,112.54204063415504,366.3363342285156,Small image size: 467x51
/mnt2/ct/RadGenome-ChestCT/dataset/train_preprocessed/train_18804/train_18804a/train_18804_a_1.nii.gz,392,392,95,1.0,1.0,1.0,1.0,1.0,-8192.0,3035.05810546875,-686.0169784244549,1115.1628178203005,-8192.0,-1061.2425598144532,-992.7940216064453,-886.7007141113281,-69.86787223815918,134.73923416137578,720.440616455078,Extreme low HU: -8192.0; Small image size: 392x95
/mnt2/ct/RadGenome-ChestCT/dataset/train_preprocessed/train_18805/train_18805a/train_18805_a_1.nii.gz,336,336,57,1.0,1.0,1.0,1.0,1.0,-1024.0,3071.0,-579.658398997336,482.2746834072294,-1021.3387628173828,-1012.749722290039,-992.5207061767578,-892.7820129394531,-66.74058723449707,81.14346542358345,513.6097998046876,Small image size: 336x57
/mnt2/ct/RadGenome-ChestCT/dataset/train_preprocessed/train_18806/train_18806a/train_18806_a_1.nii.gz,370,370,103,1.0,1.0,1.0,1.0,1.0,-8192.0,10968.2783203125,-526.6422092563944,659.6199531897706,-1181.9869409179687,-1049.968017578125,-988.9541168212891,-805.8486938476562,-7.083769679069519,175.70862197875968,835.8685546874995,Extreme low HU: -8192.0; Extreme high HU: 10968.2783203125; Small image size: 370x103
/mnt2/ct/RadGenome-ChestCT/dataset/train_preprocessed/train_18807/train_18807a/train_18807_a_1.nii.gz,326,326,110,1.0,1.0,1.0,1.0,1.0,-2562.05419921875,15144.01953125,-554.6641755912095,528.9915953093108,-1156.6094982910156,-1036.3919738769532,-994.55908203125,-886.5430908203125,-29.511884212493896,160.52660522460917,892.3004949951168,Extreme low HU: -2562.05419921875; Extreme high HU: 15144.01953125; Small image size: 326x110
/mnt2/ct/RadGenome-ChestCT/dataset/train_preprocessed/train_18808/train_18808a/train_18808_a_1.nii.gz,351,351,111,1.0,1.0,1.0,1.0,1.0,-1024.0,1832.254638671875,-471.8745473147104,473.89630174140854,-1012.3732305908203,-1003.5665283203125,-949.008056640625,-617.5676879882812,-2.944241762161255,73.26361503601065,510.52765380859364,Small image size: 351x111
/mnt2/ct/RadGenome-ChestCT/dataset/train_preprocessed/train_18809/train_18809a/train_18809_a_1.nii.gz,350,350,124,1.0,1.0,1.0,1.0,1.0,-1024.0,3071.0,-605.7304905639294,480.9517353451828,-1023.3748779296875,-1017.1729125976562,-985.1842651367188,-918.2132263183594,-40.38726234436035,125.38290863037099,402.9974142456046,Small image size: 350x124
/mnt2/ct/RadGenome-ChestCT/dataset/train_preprocessed/train_1881/train_1881a/train_1881_a_1.nii.gz,315,315,99,1.0,1.0,1.0,1.0,1.0,-1024.0,1828.469970703125,-445.930808774286,459.79975720658103,-1022.8546142578125,-1013.8472900390625,-967.780029296875,-177.90762329101562,-35.395389556884766,106.3389495849608,302.5383325195312,Small image size: 315x99
/mnt2/ct/RadGenome-ChestCT/dataset/train_preprocessed/train_18810/train_18810a/train_18810_a_1.nii.gz,363,363,113,1.0,1.0,1.0,1.0,1.0,-8192.0,1802.626953125,-475.9967426793575,675.695479070967,-1026.802490234375,-1007.703857421875,-959.2920684814453,-368.4331970214844,24.80064058303833,115.37239799499478,577.543320312499,Extreme low HU: -8192.0; Small image size: 363x113
/mnt2/ct/RadGenome-ChestCT/dataset/train_preprocessed/train_18811/train_18811a/train_18811_a_1.nii.gz,386,386,91,1.0,1.0,1.0,1.0,1.0,-8192.0,2086.360107421875,-584.2200764306867,965.0910394734426,-8192.0,-1009.5003051757812,-990.01025390625,-715.5120849609375,-52.930386543273926,82.98942375183093,414.87047424316154,Extreme low HU: -8192.0; Small image size: 386x91
